0.00422	196.08452
0.00469	176.0768
0.00532	176.0768
0.00642	178.56602
0.00717	181.9398
0.00868	170.40274
0.01009	170.40274
0.01155	170.40274
0.01499	168.02732
0.01937	181.9398
0.02515	181.9398
0.03046	176.0768
0.03689	176.0768
0.04711	168.02732
0.06016	162.61265
0.06634	193.35109
0.07406	170.40274
0.08234	170.40274
0.09574	168.02732
0.12226	168.02732
0.17429	143.31257
0.22902	143.31257
0.29728	124.54249
0.34566	110.27567
0.41865	110.27567
0.51959	99.95465
0.66354	81.73675
0.81685	67.78419
0.98931	62.6009
1.27894	51.91485
1.5938	44.27881
1.87602	38.47948
2.18137	33.43971
2.59922	29.06001
2.98556	26.83786
3.37386	24.09943
4.02014	21.23913
4.86894	19.61503
6.14227	16.57406
7.05523	15.09331
